,txn_type,traffic_direction,caller_id,call_date,call_time,duration,caller_antenna,international,recipient_id,timestamp
860,call,ENTRANT,bdeaae6c3b7485b54cecc75eecdddcc9,20210720,230317,59.0,608-01-09040-43313,domestic,,20210720230317
861,call,SORTANT,4dd8d76b372b2ca32993113e543a49b2,20210720,174839,94.0,608-01-09040-24993,domestic,,20210720174839
862,call,ENTRANT,55ac85ad3f6c240fd6cd79581bb49920,20210720,132047,14.0,608-01-00415-23225,domestic,,20210720132047
863,call,SORTANT,563f8bd29578e8fdbee55d06c72e8b64,20210720,214514,46.0,608-01-09036-17037,domestic,,20210720214514
864,call,SORTANT,ba818863c3ccaa67032187372dbfdc20,20210720,203924,114.0,608-01-09012-10893,domestic,,20210720203924
865,call,SORTANT,e4c58e12e4c4c27e796082013ceda698,20210720,170133,28.0,608-01-09009-17922,domestic,,20210720170133
866,call,SORTANT,915cd3f3b9c247e3091858b661aed126,20210720,223531,4.0,608-01-00715-26077,domestic,,20210720223531
867,call,ENTRANT,f4d0238399243823b7fc42339c621ac9,20210720,142817,71.0,608-01-09000-00024,domestic,,20210720142817
868,call,ENTRANT,72a1a37779b747a1bbb63ae0c9979be0,20210720,200317,19.0,608-01-09029-16203,domestic,,20210720200317
869,text,ENTRANT,1a79db6bd551ed54a802b8aa8ad31d09,20210720,115820,1.0,608-01-09040-25121,domestic,,20210720115820
870,text,ENTRANT,06f082b51699ae3e890faef4c45914b7,20210720,132729,1.0,608-01-09025-19273,domestic,,20210720132729
871,text,ENTRANT,48f41a023b572a7d6f4a342757efc144,20210720,202815,1.0,608-01-00715-09485,domestic,,20210720202815
872,call,SORTANT,f4d0238399243823b7fc42339c621ac9,20210720,160935,3.0,608-01-09017-45621,domestic,,20210720160935
873,text,ENTRANT,fc68576aa8cf306d7ffb97de9fc1f1a7,20210720,125121,1.0,608-01-00408-25297,domestic,,20210720125121
874,text,ENTRANT,6093378e3d401003e35a2375ab98c864,20210720,111526,1.0,608-01-00408-25290,domestic,,20210720111526
875,call,SORTANT,ff0d05325a1650db8a0b58efa5b331f7,20210720,164806,35.0,608-01-09025-44142,domestic,,20210720164806
876,text,ENTRANT,f25ca5006d1629bb5d375e5ece757086,20210720,160737,1.0,608-01-09017-35263,domestic,,20210720160737
877,text,ENTRANT,0ae798b7a084a32e95f4bdca2a4d5a2c,20210720,104231,1.0,608-01-00164-19478,domestic,,20210720104231
878,call,ENTRANT,8947978382f9a492b6c50c3447c2023c,20210720,160216,88.0,608-01-09000-36482,domestic,,20210720160216
879,call,ENTRANT,6bda6363d5b61681f7a3750ddf64c23e,20210720,163859,56.0,608-01-00601-24943,domestic,,20210720163859
880,call,ENTRANT,2548a5a5646d601b459307de0fe8c72a,20210720,163849,37.0,608-01-00118-33435,domestic,,20210720163849
881,text,ENTRANT,d8bc5a77ace7433737f77d128c79bd76,20210720,212645,1.0,608-01-09030-52351,domestic,,20210720212645
882,call,ENTRANT,2937471d3093cdc00d76e80b532085f9,20210720,101342,133.0,608-01-09036-30541,domestic,,20210720101342
883,call,ENTRANT,82f0824943d34c1fd3243ac6ed88929a,20210720,112715,87.0,608-01-09000-07249,domestic,,20210720112715
884,call,ENTRANT,709440a718fedd50398d833d23c2dab1,20210720,152716,20.0,608-01-09000-07245,domestic,,20210720152716
885,call,ENTRANT,98719e4bd14a6111281bb0d1ffec297a,20210720,233727,37.0,608-01-09003-43893,domestic,,20210720233727
886,text,ENTRANT,bb9c8de37d4e3b279b0e5789f82e783b,20210720,95702,1.0,608-01-00408-25284,domestic,,2021072095702
887,call,SORTANT,f6605ae938246bdc8a42874ab6e71173,20210720,132919,28.0,608-01-09025-47027,domestic,,20210720132919
888,text,ENTRANT,7ccef654a68a1e7fc4a90a9fbba9d2e2,20210720,160135,1.0,608-01-09043-34123,domestic,,20210720160135
889,call,SORTANT,6d12eaf81aebd07e8e2005e9d8e54efc,20210720,93106,153.0,608-01-09025-36502,domestic,,2021072093106
890,call,ENTRANT,eb82255dc687a35917a184438f6ec432,20210720,213128,8.0,608-01-09000-00356,domestic,,20210720213128
891,text,ENTRANT,293b4fdbe5f99020ab49fb66a8c3928a,20210720,82230,1.0,608-01-09036-41211,domestic,,2021072082230
892,text,ENTRANT,84be36fee57c18fa2356bc20c11f82d3,20210720,174230,1.0,608-01-09025-39083,domestic,,20210720174230
893,text,ENTRANT,f9cb984025cf63272f4b0b243de539ea,20210720,232114,1.0,608-01-00712-22074,domestic,,20210720232114
894,call,DIVERS,80ec245e886909c8c27b21adc4204f74,20210720,125817,4.0,608-01-00715-09670,domestic,,20210720125817
895,text,ENTRANT,e6f0cf2c5a19783e8ca92d3b84f724b3,20210720,110831,1.0,608-01-09003-02628,domestic,,20210720110831
896,text,ENTRANT,380ef8ac70e15fcb85198e0e5cca2426,20210720,40835,1.0,608-01-09043-42523,domestic,,2021072040835
897,call,SORTANT,f84e7f6013973f5a5bb0fba790d6c00a,20210720,155613,4.0,608-01-00712-33127,domestic,,20210720155613
898,call,ENTRANT,9dc5fe62ee33ac9cd88ea80c629dcd1a,20210720,215316,20.0,608-01-09040-34773,domestic,,20210720215316
899,call,SORTANT,50e2fb5bef6d459ce97812e2a3bf5a26,20210720,113343,133.0,608-01-09020-65487,domestic,,20210720113343
900,text,ENTRANT,3ce44a3541e1448a24d5b9e08d8f3ebb,20210720,134218,1.0,608-01-09001-02439,domestic,,20210720134218
901,text,ENTRANT,dc7a92b71d5037bf50ee0f6a452d5b58,20210720,154550,1.0,608-01-09040-30272,domestic,,20210720154550
902,call,ENTRANT,8e0ef16fa49a4ff041d5794dfcb0c178,20210720,143416,64.0,608-01-09032-54182,domestic,,20210720143416
903,call,SORTANT,922fd3b9fdf04f5a1331df09f6ff1bff,20210720,115306,63.0,608-01-00601-24948,domestic,,20210720115306
904,call,DIVERS,cc491937d7ce3caba9124d3b4a998d87,20210720,210306,7.0,608-01-09003-02625,domestic,,20210720210306
905,call,SORTANT,e84c24efc80de6373d9b5ae686586298,20210720,202043,81.0,608-01-00411-26767,domestic,,20210720202043
906,call,ENTRANT,b62802c7f7327af6bc9de27712568069,20210720,175010,86.0,608-01-09014-63376,domestic,,20210720175010
907,call,ENTRANT,ccc9a589b397a12b9e12361b5216b483,20210720,213204,78.0,608-01-09030-02089,domestic,,20210720213204
908,call,ENTRANT,49072be49e251fa9aef1287729f46ecf,20210720,171310,42.0,608-01-09010-02362,domestic,,20210720171310
909,call,SORTANT,8dd98e65e6979c0dae8fe0511145e79e,20210720,92558,47.0,608-01-09040-25081,domestic,,2021072092558
910,call,ENTRANT,48c9e097153e66e9b385bb31dd7bb7dc,20210720,131128,26.0,608-01-00715-09638,domestic,,20210720131128
911,call,SORTANT,996830aef8cde2e34086dc78f6b9bafc,20210720,200715,21.0,608-01-00715-09672,domestic,,20210720200715
912,call,ENTRANT,d03ca7f2a3a3bbab555b61e1bc055f69,20210720,175045,81.0,608-01-00117-21777,domestic,,20210720175045
913,text,ENTRANT,8129c34e64ca59dfe0a2a4f6969bc9ba,20210720,185034,1.0,608-01-00715-09672,domestic,,20210720185034
914,call,SORTANT,608486fcb2af8eced2456ed8d8a19d43,20210720,141843,22.0,608-01-00117-21859,domestic,,20210720141843
915,text,ENTRANT,6949b8b57fe2971fad0a617f60c3a9d5,20210720,111542,1.0,608-01-09040-25083,domestic,,20210720111542
916,call,DIVERS,139c7081dd00fac1e750a7c94b928586,20210720,190739,1.0,608-01-09003-39183,domestic,,20210720190739
917,call,SORTANT,642ae7612f08bede43a6662c5cf3fb9c,20210720,115435,4.0,608-01-00408-25295,domestic,,20210720115435
918,call,SORTANT,d44f394fa36a545e72b83d9465af7fe1,20210720,222941,23.0,608-01-09040-30113,domestic,,20210720222941
919,call,SORTANT,4acb0ee36b4cf4ac4717690dbded79be,20210720,181123,570.0,608-01-00826-30780,domestic,,20210720181123
920,call,SORTANT,8000d32f63bc2b633dac399991846b1d,20210720,201438,1.0,608-01-00118-21949,domestic,,20210720201438
921,text,ENTRANT,e627306cb36c26f33c851f2a47969056,20210720,174229,1.0,608-01-09000-00101,domestic,,20210720174229
922,call,ENTRANT,d03ca7f2a3a3bbab555b61e1bc055f69,20210720,95841,6.0,608-01-00117-21847,domestic,,2021072095841
923,call,SORTANT,743d5a6ca27d20fecaaf768bdbb200c8,20210720,195032,355.0,608-01-00164-20602,domestic,,20210720195032
924,call,ENTRANT,7ec0abde7df7878217b8ca1b1250393b,20210720,102021,65.0,608-01-00712-28279,domestic,,20210720102021
925,call,ENTRANT,b191f68e7c0959dfb8a5c476bd331e8b,20210720,212935,58.0,608-01-00117-21142,domestic,,20210720212935
926,call,SORTANT,0e2f537950a831d427ef4554a18ae116,20210720,170032,1.0,608-01-00601-24847,domestic,,20210720170032
927,call,ENTRANT,9eda5c5890d14b6e906f27a1c0e45c8d,20210720,131622,111.0,608-01-00161-20489,domestic,,20210720131622
928,text,ENTRANT,d784e9a78a7572c79b4b07a52d414020,20210720,123520,1.0,608-01-00118-21091,domestic,,20210720123520
929,text,ENTRANT,864342016bff7ac04fd449219c23a47e,20210720,142235,1.0,608-01-09032-13535,domestic,,20210720142235
930,text,ENTRANT,97ffec80e1057d2301104ae553f1122d,20210720,125713,1.0,608-01-02008-24839,domestic,,20210720125713
931,call,ENTRANT,d5131164f8f14453e9beb04ee0a6b532,20210720,154717,68.0,608-01-09033-35449,domestic,,20210720154717
932,call,SORTANT,508f3a8da280dfdd7ce1b50e638e509f,20210720,210221,20.0,608-01-09043-06940,domestic,,20210720210221
933,call,SORTANT,d34b28d8f0fc52b687b122e4609e8317,20210720,152535,52.0,608-01-00117-21260,domestic,,20210720152535
934,text,ENTRANT,93142bd282c6c4bee6adfbdb78aaf3bc,20210720,152701,1.0,608-01-00408-25283,domestic,,20210720152701
935,call,ENTRANT,77cdfac21ad12d5597e4946fc5963db8,20210720,210601,25.0,608-01-00408-25289,domestic,,20210720210601
936,text,SORTANT,68f8dc06d766c67136526767e2dfec92,20210720,64920,1.0,608-01-09029-61373,domestic,,2021072064920
937,call,ENTRANT,f66364afd6988d53d8c2378e179f56a5,20210720,211639,98.0,608-01-09000-00303,domestic,,20210720211639
938,call,SORTANT,0546056c4bac674d514d834ab192ab01,20210720,143702,20.0,608-01-09025-36143,domestic,,20210720143702
939,call,ENTRANT,c691a18896b27e86f2b0c2cd788788b3,20210720,163031,95.0,608-01-00164-19476,domestic,,20210720163031
940,text,SORTANT,a8b1053c393c7e160d55bf9fd452e331,20210720,205500,1.0,608-01-09003-01569,domestic,,20210720205500
941,text,ENTRANT,37193ef8835c3665975dd83c1c5e455c,20210720,205210,1.0,608-01-09000-18393,domestic,,20210720205210
942,call,ENTRANT,58918b5d44f7dace64489cc136ef5cdc,20210720,131923,55.0,608-01-00715-09484,domestic,,20210720131923
943,call,ENTRANT,c6f0d22fc506bab022b42888799f5b10,20210720,105320,168.0,608-01-09040-30353,domestic,,20210720105320
944,text,ENTRANT,650db60a2bbf79eeb59fdd8e1d6624b0,20210720,173540,1.0,608-01-09000-03941,domestic,,20210720173540
945,text,ENTRANT,82f0824943d34c1fd3243ac6ed88929a,20210720,3333,1.0,608-01-09000-07247,domestic,,202107203333
946,call,ENTRANT,1790c29c2a6efff7c3bf4988d96ada71,20210720,183833,45.0,608-01-00118-21488,domestic,,20210720183833
947,call,SORTANT,4ac863a6a50b081201c07ada44b905f4,20210720,195634,4.0,608-01-09000-19023,domestic,,20210720195634
948,call,SORTANT,6ed0dc707590718d989ca7faa13d2fab,20210720,225741,17.0,608-01-09026-29633,domestic,,20210720225741
949,call,ENTRANT,990120497cb15473c92b4581146ec9ad,20210720,40,48.0,608-01-09021-16771,domestic,,2021072040
950,call,DIVERS,24b20c9224b5cb6691ac459591735653,20210720,214549,101.0,608-01-09009-01604,domestic,,20210720214549
951,text,ENTRANT,37193ef8835c3665975dd83c1c5e455c,20210720,93752,1.0,608-01-09000-00203,domestic,,2021072093752
952,call,SORTANT,4e7640d3704f1a0cc57acafa9bbd7b73,20210720,194202,55.0,608-01-09000-18862,domestic,,20210720194202
953,call,ENTRANT,038bcfde4194eef7c99ebd5e3b15dd03,20210720,204547,145.0,608-01-09040-25022,domestic,,20210720204547
954,text,ENTRANT,de0254562b1f807b181ee934d853dcb8,20210720,142048,1.0,608-01-09003-01568,domestic,,20210720142048
955,call,ENTRANT,f9c72cb5f833c3206f5e0ae352854d4d,20210720,80951,61.0,608-01-00408-25287,domestic,,2021072080951
956,text,ENTRANT,3fdb48dc7b7d89fa2104c56baaded769,20210720,115107,1.0,608-01-09000-00738,domestic,,20210720115107
957,text,ENTRANT,73eb4b4791eb13ca802ec30b7d345c8f,20210720,75231,1.0,608-01-00712-03748,domestic,,2021072075231
958,call,ENTRANT,39c08c55ec644ae5b16197abb5dfcde3,20210720,92321,97.0,608-01-00408-25295,domestic,,2021072092321
959,text,ENTRANT,00a5ef41c3b5c692641504176e98480a,20210720,190618,1.0,608-01-09040-25013,domestic,,20210720190618
960,call,SORTANT,29fc3f73200bc714af9fc86a34b2924e,20210720,122113,57.0,608-01-09040-24853,domestic,,20210720122113
961,text,ENTRANT,2d55235bbd3b110d55dca38d6f08dced,20210720,103058,1.0,608-01-09020-34521,domestic,,20210720103058
962,call,ENTRANT,9f74fca21c572e34d06d2191bb5384a2,20210720,194434,13.0,608-01-09000-23091,domestic,,20210720194434
963,text,ENTRANT,12e1552d8b4612aafab7b6629bed5fb5,20210720,112256,1.0,608-01-00164-19473,domestic,,20210720112256
964,call,DIVERS,b8b9dc654da68fc4a748d3df03a7046a,20210720,135931,4.0,608-01-02008-32371,domestic,,20210720135931
965,text,ENTRANT,1b3f91ad66171deb9cd52abae4c0ab16,20210720,145929,1.0,608-01-09036-28481,domestic,,20210720145929
966,call,SORTANT,1a479823ab8dacdbee8c7e5a7681bae2,20210720,192937,28.0,608-01-09040-30213,domestic,,20210720192937
967,call,ENTRANT,b72e67928ae3dee14e6ed2e14f700179,20210720,131734,6.0,608-01-09036-15783,domestic,,20210720131734
968,text,ENTRANT,4932330644a8b6795b9c435cf3b7914f,20210720,82246,1.0,608-01-00712-12511,domestic,,2021072082246
969,text,ENTRANT,0f4436f69b5d728b67a824cf31b23a75,20210720,122946,1.0,608-01-00601-25008,domestic,,20210720122946
970,call,SORTANT,08713e900b728419733e8d89a5025ffc,20210720,101116,168.0,608-01-00712-33127,domestic,,20210720101116
971,call,ENTRANT,eb98bc5b247b9b9431e68b55b4f8cd10,20210720,223452,17.0,608-01-09036-15784,domestic,,20210720223452
972,text,ENTRANT,89120701fe0a67dd0f9a771c899105ae,20210720,193603,1.0,608-01-09018-14576,domestic,,20210720193603
973,text,ENTRANT,8ade516a91e4332d0cfe5c24b654f2d7,20210720,115652,1.0,608-01-09002-61217,domestic,,20210720115652
974,call,SORTANT,7957704afd7ef1d0bc9222e9d28f204a,20210720,211229,28.0,608-01-09036-25627,domestic,,20210720211229
975,call,SORTANT,089765117ebed82392ee96478bc6115d,20210720,70821,40.0,608-01-00408-25290,domestic,,2021072070821
976,call,SORTANT,4a4c16069f383d1c42892591bb711827,20210720,133533,64.0,608-01-09003-01567,domestic,,20210720133533
977,call,ENTRANT,602e4d0a36c325c1b0ea5853dce891a9,20210720,223144,59.0,608-01-09009-01848,domestic,,20210720223144
978,call,SORTANT,e0ec41d6ed33531e39144cc2a2256913,20210720,104308,33.0,608-01-00227-25145,domestic,,20210720104308
979,call,SORTANT,1551be80779ce6805a05cc73669932fb,20210720,225548,32.0,608-01-09003-29629,domestic,,20210720225548
980,text,ENTRANT,958fb2f1055fbf5c71bc15533046753a,20210720,120711,1.0,608-01-09024-44922,domestic,,20210720120711
981,call,ENTRANT,ef1237c3846b093cff489564d75b840e,20210720,162136,37.0,608-01-09016-02279,domestic,,20210720162136
982,text,ENTRANT,76eac1ae5db4515dc138c4cfc77fa3e6,20210720,152353,1.0,608-01-09029-58411,domestic,,20210720152353
983,text,ENTRANT,bb47109fe1595baef0235eec7ffbe297,20210720,205652,1.0,608-01-09010-33221,domestic,,20210720205652
984,call,SORTANT,eb796f904ecd382fc86245dc609f507f,20210720,142619,43.0,608-01-00601-24990,domestic,,20210720142619
985,call,ENTRANT,d7550344feafc7b39f64d28c4a1eedb1,20210720,110556,100.0,608-01-00117-21859,domestic,,20210720110556
986,call,SORTANT,796f5482b8496ec2bce02790f3f954e9,20210720,163650,110.0,608-01-00711-11346,domestic,,20210720163650
987,call,SORTANT,767c1f4bcd095f0dcff3279ec3bd3ad5,20210720,203250,12.0,608-01-02008-24901,domestic,,20210720203250
988,text,SORTANT,0b7c607e25d4b873858c14f5402e57c7,20210720,202515,1.0,608-01-09003-43887,domestic,,20210720202515
